Index_1,Index_2,ID_1,ID_2,Company_1,Company_2,Type_1,Type_2,Group_1,Group_2,Location_1,Location_2,Address_1,Address_2,Distance_m,Address_Similarity,Location_Similarity,Address_Numbers_Available,Same_Address_Number,Same_Company,Same_Type,Same_Group,Should_Cluster,Pair_Classification,Pair_Rule
91,1589,92,1590,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,Micro Market Outlet,Micro Market Outlet,"C/ de Padilla, 206","C/ de Padilla, 204",8.01,93.75,100.0,True,False,False,True,True,True,Same group - strong text match,same group and strong location/address match
91,1339,92,1340,InPost,Dhl,Convenience Stores,Convenience Stores,PUDO,PUDO,Micro Market Outlet,Micro Market Outlet,"C/ de Padilla, 206","C/ de Padilla, 206",46.52,100.0,100.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
94,1437,95,1438,InPost,Celeritas,Convenience Stores,Convenience Stores,PUDO,PUDO,Super Fresh Supermercat,Super Fresh,"Carrer de la Marina, 240","Carrer de la Marina, 240",26.93,100.0,64.71,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
95,2023,96,2024,InPost,UPS,Convenience Stores,Convenience Stores,PUDO,PUDO,Marina Mobile,Marina Mobils Informatica,"Carrer de la Marina, 185","Carrer de la Marina, 185",7.21,100.0,63.16,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
100,1836,101,1837,InPost,Gls,Convenience Stores,Convenience Stores,PUDO,PUDO,Etalonplus,Ps Etalonplus Papelerias Ausias,"Carrer d'Ausiàs Marc, 77","Carrer d'Ausiàs Marc, 77",37.47,100.0,48.78,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
101,1040,102,1041,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,Namaste Electronica Y Informati,Namaste Electronica,"C. de Riego, 8","C. de Riego, 8",5.97,100.0,76.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
103,1051,104,1052,InPost,SEUR,Locker,Locker,PUDO,PUDO,Lockers 24/7 Saba Vilardell Barc,Seur Lockers Saba Vilardel,"C. Vilardell, 20","C. Vilardell, 20",10.19,100.0,72.41,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
103,649,104,650,InPost,Amazon,Locker,Locker,PUDO,PUDO,Lockers 24/7 Saba Vilardell Barc,Amazon Lockers - Dallas,"C. Vilardell, 20","C. Vilardell, 20",22.22,100.0,41.51,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
105,649,106,650,InPost,Amazon,Convenience Stores,Locker,PUDO,PUDO,Call Point Locutorio,Amazon Lockers - Dallas,"C. Vilardell, 22","C. Vilardell, 20",8.15,92.86,39.02,True,False,False,False,True,True,Same group - close distance,same group and distance <= 15m
105,1602,106,1603,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,Call Point Locutorio,Call Point,"C. Vilardell, 22","C. Vilardell, 22",13.67,100.0,66.67,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
105,1046,106,1047,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,Call Point Locutorio,Callpoint Locutorio,"C. Vilardell, 22","C. Vilardell, 22",31.52,100.0,97.44,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
108,1187,109,1188,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,Capita Enciam,Capita Enciam,"Carrer de Galileu, 139","Carrer de Galileu, 139",6.52,100.0,100.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
113,1064,114,1065,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,Llibreria 2002,Llibreria 2002,"Carrer de Llança, 60","Carrer de Llança, 60",12.37,100.0,100.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
115,138,116,139,InPost,InPost,Convenience Stores,Convenience Stores,PUDO,PUDO,Estanc Placa Del Centre,Estanco Placa Del Centre,"Plaça del Centre, 5","Plaça del Centre, 5",13.63,100.0,97.87,True,True,True,True,True,True,Same group - strong text match,same group and strong location/address match
117,652,118,653,InPost,Amazon,Convenience Stores,Convenience Stores,PUDO,PUDO,Berlin Movil,Amazon Counter - Berlin Mobils,"Carrer de València, 37","Carrer de València, 37",12.82,100.0,55.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
122,1065,123,1066,InPost,SEUR,Locker,Locker,PUDO,PUDO,Lockers 24/7 Cc Arenas De Barcel,Seur Lockers C.C. Las Aren,Gran Via de les Corts Catalanes,Gran Via de les Corts Catalanes,4.58,100.0,52.63,False,False,False,True,True,True,Same group - strong text match,same group and strong location/address match
122,2253,123,2254,InPost,Pudo,Locker,Click&Collect,PUDO,PUDO,Lockers 24/7 Cc Arenas De Barcel,C.C. Las Arenas,Gran Via de les Corts Catalanes,"Gran Via de les Corts Catalanes, planta Cúpula",6.52,81.58,43.48,False,False,False,False,True,True,Same group - strong text match,same group and strong location/address match
122,2034,123,2035,InPost,UPS,Locker,Convenience Stores,PUDO,PUDO,Lockers 24/7 Cc Arenas De Barcel,P Taquilla Cc Las Arenas,Gran Via de les Corts Catalanes,"Gran Via de les Corts Catalanes, 373",42.8,93.94,39.29,False,False,False,False,True,True,Same group - strong text match,same group and strong location/address match
123,1450,124,1451,InPost,Celeritas,Convenience Stores,Convenience Stores,PUDO,PUDO,Pintures I Drogueria Navarra,Pintures I Drogueria Navarra,"Carrer d'Aragó, 21","Carrer d'Aragó, 21",42.0,100.0,100.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
124,2035,125,2036,InPost,UPS,Convenience Stores,Convenience Stores,PUDO,PUDO,Papeleria Officexpress Bcn,Office Express,"Gran Via de les Corts Catalanes, 464","Gran Via de les Corts Catalanes, 464",8.12,100.0,60.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
124,1062,125,1063,InPost,SEUR,Convenience Stores,Convenience Stores,PUDO,PUDO,Papeleria Officexpress Bcn,Office Expres,"Gran Via de les Corts Catalanes, 464","Gran Via de les Corts Catalanes, 464",27.43,100.0,56.41,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
124,1449,125,1450,InPost,Celeritas,Convenience Stores,Convenience Stores,PUDO,PUDO,Papeleria Officexpress Bcn,Officexpress,"Gran Via de les Corts Catalanes, 464","Gran Via de les Corts Catalanes, 464",49.55,100.0,63.16,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
125,1060,126,1061,InPost,SEUR,Locker,Locker,PUDO,PUDO,Lockers 24/7 Saba Valencia Calab,Seur Lockers Pkn Saba Vale,"Carrer de València, 77","Carrer de València, 77",1.07,100.0,62.07,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
