Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
28 Madrid;28079 Madrid;2807915168 Madrid sección 15168;Total;Todas las edades;2025;1.670
28 Madrid;28079 Madrid;2807915170 Madrid sección 15170;Total;Todas las edades;2025;2.124
28 Madrid;28079 Madrid;2807915171 Madrid sección 15171;Total;Todas las edades;2025;1.370
28 Madrid;28079 Madrid;2807915172 Madrid sección 15172;Total;Todas las edades;2025;1.054
28 Madrid;28079 Madrid;2807915173 Madrid sección 15173;Total;Todas las edades;2025;1.963
28 Madrid;28079 Madrid;2807915174 Madrid sección 15174;Total;Todas las edades;2025;1.488
28 Madrid;28079 Madrid;2807915175 Madrid sección 15175;Total;Todas las edades;2025;1.154
28 Madrid;28079 Madrid;2807915176 Madrid sección 15176;Total;Todas las edades;2025;1.989
28 Madrid;28079 Madrid;2807915177 Madrid sección 15177;Total;Todas las edades;2025;1.291
28 Madrid;28079 Madrid;2807915178 Madrid sección 15178;Total;Todas las edades;2025;1.389
28 Madrid;28079 Madrid;2807915179 Madrid sección 15179;Total;Todas las edades;2025;1.388
28 Madrid;28079 Madrid;2807915180 Madrid sección 15180;Total;Todas las edades;2025;2.233
28 Madrid;28079 Madrid;2807915181 Madrid sección 15181;Total;Todas las edades;2025;1.146
28 Madrid;28079 Madrid;2807915182 Madrid sección 15182;Total;Todas las edades;2025;662
28 Madrid;28079 Madrid;2807916001 Madrid sección 16001;Total;Todas las edades;2025;2.136
28 Madrid;28079 Madrid;2807916002 Madrid sección 16002;Total;Todas las edades;2025;1.898
28 Madrid;28079 Madrid;2807916003 Madrid sección 16003;Total;Todas las edades;2025;2.064
28 Madrid;28079 Madrid;2807916004 Madrid sección 16004;Total;Todas las edades;2025;2.541
28 Madrid;28079 Madrid;2807916005 Madrid sección 16005;Total;Todas las edades;2025;2.090
28 Madrid;28079 Madrid;2807916006 Madrid sección 16006;Total;Todas las edades;2025;1.986
28 Madrid;28079 Madrid;2807916007 Madrid sección 16007;Total;Todas las edades;2025;2.237
28 Madrid;28079 Madrid;2807916008 Madrid sección 16008;Total;Todas las edades;2025;1.127
28 Madrid;28079 Madrid;2807916009 Madrid sección 16009;Total;Todas las edades;2025;1.118
28 Madrid;28079 Madrid;2807916011 Madrid sección 16011;Total;Todas las edades;2025;1.403
28 Madrid;28079 Madrid;2807916012 Madrid sección 16012;Total;Todas las edades;2025;729
28 Madrid;28079 Madrid;2807916013 Madrid sección 16013;Total;Todas las edades;2025;997
28 Madrid;28079 Madrid;2807916014 Madrid sección 16014;Total;Todas las edades;2025;813
28 Madrid;28079 Madrid;2807916015 Madrid sección 16015;Total;Todas las edades;2025;1.249
28 Madrid;28079 Madrid;2807916016 Madrid sección 16016;Total;Todas las edades;2025;1.032
28 Madrid;28079 Madrid;2807916017 Madrid sección 16017;Total;Todas las edades;2025;979
28 Madrid;28079 Madrid;2807916018 Madrid sección 16018;Total;Todas las edades;2025;816
28 Madrid;28079 Madrid;2807916019 Madrid sección 16019;Total;Todas las edades;2025;946
28 Madrid;28079 Madrid;2807916020 Madrid sección 16020;Total;Todas las edades;2025;1.151
28 Madrid;28079 Madrid;2807916021 Madrid sección 16021;Total;Todas las edades;2025;1.088
28 Madrid;28079 Madrid;2807916022 Madrid sección 16022;Total;Todas las edades;2025;1.288
28 Madrid;28079 Madrid;2807916024 Madrid sección 16024;Total;Todas las edades;2025;2.196
28 Madrid;28079 Madrid;2807916025 Madrid sección 16025;Total;Todas las edades;2025;2.136
28 Madrid;28079 Madrid;2807916026 Madrid sección 16026;Total;Todas las edades;2025;796
28 Madrid;28079 Madrid;2807916027 Madrid sección 16027;Total;Todas las edades;2025;746
28 Madrid;28079 Madrid;2807916028 Madrid sección 16028;Total;Todas las edades;2025;952
28 Madrid;28079 Madrid;2807916029 Madrid sección 16029;Total;Todas las edades;2025;1.166
28 Madrid;28079 Madrid;2807916030 Madrid sección 16030;Total;Todas las edades;2025;1.808
28 Madrid;28079 Madrid;2807916031 Madrid sección 16031;Total;Todas las edades;2025;1.212
28 Madrid;28079 Madrid;2807916032 Madrid sección 16032;Total;Todas las edades;2025;1.489
28 Madrid;28079 Madrid;2807916033 Madrid sección 16033;Total;Todas las edades;2025;1.687
28 Madrid;28079 Madrid;2807916034 Madrid sección 16034;Total;Todas las edades;2025;2.066
28 Madrid;28079 Madrid;2807916035 Madrid sección 16035;Total;Todas las edades;2025;1.665
28 Madrid;28079 Madrid;2807916036 Madrid sección 16036;Total;Todas las edades;2025;2.625
28 Madrid;28079 Madrid;2807916037 Madrid sección 16037;Total;Todas las edades;2025;1.081
28 Madrid;28079 Madrid;2807916038 Madrid sección 16038;Total;Todas las edades;2025;1.355
28 Madrid;28079 Madrid;2807916039 Madrid sección 16039;Total;Todas las edades;2025;1.113
28 Madrid;28079 Madrid;2807916040 Madrid sección 16040;Total;Todas las edades;2025;1.998
28 Madrid;28079 Madrid;2807916041 Madrid sección 16041;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807916042 Madrid sección 16042;Total;Todas las edades;2025;1.440
28 Madrid;28079 Madrid;2807916043 Madrid sección 16043;Total;Todas las edades;2025;974
28 Madrid;28079 Madrid;2807916044 Madrid sección 16044;Total;Todas las edades;2025;1.105
28 Madrid;28079 Madrid;2807916045 Madrid sección 16045;Total;Todas las edades;2025;1.617
28 Madrid;28079 Madrid;2807916046 Madrid sección 16046;Total;Todas las edades;2025;1.715
28 Madrid;28079 Madrid;2807916047 Madrid sección 16047;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807916048 Madrid sección 16048;Total;Todas las edades;2025;2.212
28 Madrid;28079 Madrid;2807916049 Madrid sección 16049;Total;Todas las edades;2025;1.134
28 Madrid;28079 Madrid;2807916050 Madrid sección 16050;Total;Todas las edades;2025;1.527
28 Madrid;28079 Madrid;2807916051 Madrid sección 16051;Total;Todas las edades;2025;1.020
28 Madrid;28079 Madrid;2807916052 Madrid sección 16052;Total;Todas las edades;2025;1.188
28 Madrid;28079 Madrid;2807916053 Madrid sección 16053;Total;Todas las edades;2025;989
28 Madrid;28079 Madrid;2807916054 Madrid sección 16054;Total;Todas las edades;2025;825
28 Madrid;28079 Madrid;2807916055 Madrid sección 16055;Total;Todas las edades;2025;1.546
28 Madrid;28079 Madrid;2807916056 Madrid sección 16056;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807916057 Madrid sección 16057;Total;Todas las edades;2025;992
28 Madrid;28079 Madrid;2807916058 Madrid sección 16058;Total;Todas las edades;2025;1.475
28 Madrid;28079 Madrid;2807916059 Madrid sección 16059;Total;Todas las edades;2025;1.846
28 Madrid;28079 Madrid;2807916060 Madrid sección 16060;Total;Todas las edades;2025;1.517
28 Madrid;28079 Madrid;2807916061 Madrid sección 16061;Total;Todas las edades;2025;1.375
28 Madrid;28079 Madrid;2807916063 Madrid sección 16063;Total;Todas las edades;2025;1.537
28 Madrid;28079 Madrid;2807916064 Madrid sección 16064;Total;Todas las edades;2025;1.285
28 Madrid;28079 Madrid;2807916065 Madrid sección 16065;Total;Todas las edades;2025;1.117
28 Madrid;28079 Madrid;2807916066 Madrid sección 16066;Total;Todas las edades;2025;1.112
28 Madrid;28079 Madrid;2807916067 Madrid sección 16067;Total;Todas las edades;2025;2.002
28 Madrid;28079 Madrid;2807916069 Madrid sección 16069;Total;Todas las edades;2025;1.238
28 Madrid;28079 Madrid;2807916070 Madrid sección 16070;Total;Todas las edades;2025;1.706
28 Madrid;28079 Madrid;2807916071 Madrid sección 16071;Total;Todas las edades;2025;1.342
28 Madrid;28079 Madrid;2807916072 Madrid sección 16072;Total;Todas las edades;2025;""
28 Madrid;28079 Madrid;2807916073 Madrid sección 16073;Total;Todas las edades;2025;1.794
28 Madrid;28079 Madrid;2807916074 Madrid sección 16074;Total;Todas las edades;2025;1.125
28 Madrid;28079 Madrid;2807916075 Madrid sección 16075;Total;Todas las edades;2025;1.295
28 Madrid;28079 Madrid;2807916076 Madrid sección 16076;Total;Todas las edades;2025;1.479
28 Madrid;28079 Madrid;2807916077 Madrid sección 16077;Total;Todas las edades;2025;1.559
28 Madrid;28079 Madrid;2807916078 Madrid sección 16078;Total;Todas las edades;2025;918
28 Madrid;28079 Madrid;2807916079 Madrid sección 16079;Total;Todas las edades;2025;2.330
28 Madrid;28079 Madrid;2807916080 Madrid sección 16080;Total;Todas las edades;2025;888
28 Madrid;28079 Madrid;2807916081 Madrid sección 16081;Total;Todas las edades;2025;1.214
28 Madrid;28079 Madrid;2807916082 Madrid sección 16082;Total;Todas las edades;2025;836
28 Madrid;28079 Madrid;2807916083 Madrid sección 16083;Total;Todas las edades;2025;2.289
28 Madrid;28079 Madrid;2807916085 Madrid sección 16085;Total;Todas las edades;2025;1.392
28 Madrid;28079 Madrid;2807916086 Madrid sección 16086;Total;Todas las edades;2025;2.203
28 Madrid;28079 Madrid;2807916087 Madrid sección 16087;Total;Todas las edades;2025;867
28 Madrid;28079 Madrid;2807916088 Madrid sección 16088;Total;Todas las edades;2025;1.512
28 Madrid;28079 Madrid;2807916089 Madrid sección 16089;Total;Todas las edades;2025;820
28 Madrid;28079 Madrid;2807916090 Madrid sección 16090;Total;Todas las edades;2025;1.563
28 Madrid;28079 Madrid;2807916091 Madrid sección 16091;Total;Todas las edades;2025;2.507
28 Madrid;28079 Madrid;2807916092 Madrid sección 16092;Total;Todas las edades;2025;1.229
28 Madrid;28079 Madrid;2807916093 Madrid sección 16093;Total;Todas las edades;2025;1.016
28 Madrid;28079 Madrid;2807916096 Madrid sección 16096;Total;Todas las edades;2025;1.640
28 Madrid;28079 Madrid;2807916097 Madrid sección 16097;Total;Todas las edades;2025;1.484
28 Madrid;28079 Madrid;2807916098 Madrid sección 16098;Total;Todas las edades;2025;1.350
28 Madrid;28079 Madrid;2807916099 Madrid sección 16099;Total;Todas las edades;2025;1.662
28 Madrid;28079 Madrid;2807916100 Madrid sección 16100;Total;Todas las edades;2025;964
28 Madrid;28079 Madrid;2807916101 Madrid sección 16101;Total;Todas las edades;2025;1.162
28 Madrid;28079 Madrid;2807916102 Madrid sección 16102;Total;Todas las edades;2025;2.438
28 Madrid;28079 Madrid;2807916103 Madrid sección 16103;Total;Todas las edades;2025;2.092
28 Madrid;28079 Madrid;2807916104 Madrid sección 16104;Total;Todas las edades;2025;1.985
28 Madrid;28079 Madrid;2807916105 Madrid sección 16105;Total;Todas las edades;2025;1.288
28 Madrid;28079 Madrid;2807916106 Madrid sección 16106;Total;Todas las edades;2025;2.479
28 Madrid;28079 Madrid;2807916107 Madrid sección 16107;Total;Todas las edades;2025;2.738
28 Madrid;28079 Madrid;2807916108 Madrid sección 16108;Total;Todas las edades;2025;2.160
28 Madrid;28079 Madrid;2807916109 Madrid sección 16109;Total;Todas las edades;2025;2.496
28 Madrid;28079 Madrid;2807916110 Madrid sección 16110;Total;Todas las edades;2025;2.779
28 Madrid;28079 Madrid;2807916111 Madrid sección 16111;Total;Todas las edades;2025;1.333
28 Madrid;28079 Madrid;2807916112 Madrid sección 16112;Total;Todas las edades;2025;1.429
28 Madrid;28079 Madrid;2807916113 Madrid sección 16113;Total;Todas las edades;2025;2.058
28 Madrid;28079 Madrid;2807916114 Madrid sección 16114;Total;Todas las edades;2025;1.563
28 Madrid;28079 Madrid;2807916115 Madrid sección 16115;Total;Todas las edades;2025;1.833
28 Madrid;28079 Madrid;2807916116 Madrid sección 16116;Total;Todas las edades;2025;1.938
28 Madrid;28079 Madrid;2807916117 Madrid sección 16117;Total;Todas las edades;2025;2.691
28 Madrid;28079 Madrid;2807916118 Madrid sección 16118;Total;Todas las edades;2025;2.600
28 Madrid;28079 Madrid;2807916119 Madrid sección 16119;Total;Todas las edades;2025;2.962
28 Madrid;28079 Madrid;2807916120 Madrid sección 16120;Total;Todas las edades;2025;2.208
28 Madrid;28079 Madrid;2807916121 Madrid sección 16121;Total;Todas las edades;2025;1.746
28 Madrid;28079 Madrid;2807916122 Madrid sección 16122;Total;Todas las edades;2025;2.093
28 Madrid;28079 Madrid;2807916123 Madrid sección 16123;Total;Todas las edades;2025;2.512
28 Madrid;28079 Madrid;2807916124 Madrid sección 16124;Total;Todas las edades;2025;2.071
28 Madrid;28079 Madrid;2807916125 Madrid sección 16125;Total;Todas las edades;2025;2.358
28 Madrid;28079 Madrid;2807916126 Madrid sección 16126;Total;Todas las edades;2025;1.944
28 Madrid;28079 Madrid;2807916127 Madrid sección 16127;Total;Todas las edades;2025;1.547
28 Madrid;28079 Madrid;2807916128 Madrid sección 16128;Total;Todas las edades;2025;2.569
28 Madrid;28079 Madrid;2807916129 Madrid sección 16129;Total;Todas las edades;2025;2.835
28 Madrid;28079 Madrid;2807916130 Madrid sección 16130;Total;Todas las edades;2025;3.339
28 Madrid;28079 Madrid;2807916131 Madrid sección 16131;Total;Todas las edades;2025;2.094
28 Madrid;28079 Madrid;2807916132 Madrid sección 16132;Total;Todas las edades;2025;2.263
28 Madrid;28079 Madrid;2807916133 Madrid sección 16133;Total;Todas las edades;2025;1.857
28 Madrid;28079 Madrid;2807916134 Madrid sección 16134;Total;Todas las edades;2025;2.922
28 Madrid;28079 Madrid;2807916135 Madrid sección 16135;Total;Todas las edades;2025;1.692
28 Madrid;28079 Madrid;2807916136 Madrid sección 16136;Total;Todas las edades;2025;1.980
28 Madrid;28079 Madrid;2807916137 Madrid sección 16137;Total;Todas las edades;2025;1.714
28 Madrid;28079 Madrid;2807917002 Madrid sección 17002;Total;Todas las edades;2025;1.422
28 Madrid;28079 Madrid;2807917003 Madrid sección 17003;Total;Todas las edades;2025;1.511
28 Madrid;28079 Madrid;2807917004 Madrid sección 17004;Total;Todas las edades;2025;2.805
28 Madrid;28079 Madrid;2807917006 Madrid sección 17006;Total;Todas las edades;2025;1.859
28 Madrid;28079 Madrid;2807917007 Madrid sección 17007;Total;Todas las edades;2025;1.101
28 Madrid;28079 Madrid;2807917008 Madrid sección 17008;Total;Todas las edades;2025;1.673
28 Madrid;28079 Madrid;2807917009 Madrid sección 17009;Total;Todas las edades;2025;1.214
28 Madrid;28079 Madrid;2807917010 Madrid sección 17010;Total;Todas las edades;2025;1.447
28 Madrid;28079 Madrid;2807917011 Madrid sección 17011;Total;Todas las edades;2025;1.583
28 Madrid;28079 Madrid;2807917012 Madrid sección 17012;Total;Todas las edades;2025;1.953
28 Madrid;28079 Madrid;2807917013 Madrid sección 17013;Total;Todas las edades;2025;1.009
28 Madrid;28079 Madrid;2807917014 Madrid sección 17014;Total;Todas las edades;2025;1.396
28 Madrid;28079 Madrid;2807917015 Madrid sección 17015;Total;Todas las edades;2025;1.664
28 Madrid;28079 Madrid;2807917016 Madrid sección 17016;Total;Todas las edades;2025;1.077
28 Madrid;28079 Madrid;2807917017 Madrid sección 17017;Total;Todas las edades;2025;1.293
28 Madrid;28079 Madrid;2807917018 Madrid sección 17018;Total;Todas las edades;2025;1.335
28 Madrid;28079 Madrid;2807917019 Madrid sección 17019;Total;Todas las edades;2025;1.065
28 Madrid;28079 Madrid;2807917020 Madrid sección 17020;Total;Todas las edades;2025;979
28 Madrid;28079 Madrid;2807917021 Madrid sección 17021;Total;Todas las edades;2025;1.208
28 Madrid;28079 Madrid;2807917022 Madrid sección 17022;Total;Todas las edades;2025;1.178
28 Madrid;28079 Madrid;2807917023 Madrid sección 17023;Total;Todas las edades;2025;2.104
28 Madrid;28079 Madrid;2807917024 Madrid sección 17024;Total;Todas las edades;2025;2.127
28 Madrid;28079 Madrid;2807917025 Madrid sección 17025;Total;Todas las edades;2025;992
28 Madrid;28079 Madrid;2807917026 Madrid sección 17026;Total;Todas las edades;2025;1.490
28 Madrid;28079 Madrid;2807917027 Madrid sección 17027;Total;Todas las edades;2025;1.969
28 Madrid;28079 Madrid;2807917028 Madrid sección 17028;Total;Todas las edades;2025;1.322
28 Madrid;28079 Madrid;2807917029 Madrid sección 17029;Total;Todas las edades;2025;1.688
28 Madrid;28079 Madrid;2807917031 Madrid sección 17031;Total;Todas las edades;2025;1.313
28 Madrid;28079 Madrid;2807917032 Madrid sección 17032;Total;Todas las edades;2025;2.443
28 Madrid;28079 Madrid;2807917033 Madrid sección 17033;Total;Todas las edades;2025;1.768
28 Madrid;28079 Madrid;2807917035 Madrid sección 17035;Total;Todas las edades;2025;1.424
28 Madrid;28079 Madrid;2807917036 Madrid sección 17036;Total;Todas las edades;2025;1.181
28 Madrid;28079 Madrid;2807917037 Madrid sección 17037;Total;Todas las edades;2025;1.480
28 Madrid;28079 Madrid;2807917038 Madrid sección 17038;Total;Todas las edades;2025;1.815
28 Madrid;28079 Madrid;2807917039 Madrid sección 17039;Total;Todas las edades;2025;2.170
28 Madrid;28079 Madrid;2807917041 Madrid sección 17041;Total;Todas las edades;2025;1.480
28 Madrid;28079 Madrid;2807917042 Madrid sección 17042;Total;Todas las edades;2025;1.940
28 Madrid;28079 Madrid;2807917043 Madrid sección 17043;Total;Todas las edades;2025;2.435
28 Madrid;28079 Madrid;2807917045 Madrid sección 17045;Total;Todas las edades;2025;1.987
28 Madrid;28079 Madrid;2807917046 Madrid sección 17046;Total;Todas las edades;2025;1.963
28 Madrid;28079 Madrid;2807917047 Madrid sección 17047;Total;Todas las edades;2025;1.793
28 Madrid;28079 Madrid;2807917048 Madrid sección 17048;Total;Todas las edades;2025;1.845
28 Madrid;28079 Madrid;2807917049 Madrid sección 17049;Total;Todas las edades;2025;1.262
28 Madrid;28079 Madrid;2807917050 Madrid sección 17050;Total;Todas las edades;2025;1.544
28 Madrid;28079 Madrid;2807917051 Madrid sección 17051;Total;Todas las edades;2025;1.244
28 Madrid;28079 Madrid;2807917052 Madrid sección 17052;Total;Todas las edades;2025;1.212
28 Madrid;28079 Madrid;2807917053 Madrid sección 17053;Total;Todas las edades;2025;1.057
28 Madrid;28079 Madrid;2807917054 Madrid sección 17054;Total;Todas las edades;2025;1.392
28 Madrid;28079 Madrid;2807917055 Madrid sección 17055;Total;Todas las edades;2025;1.712
28 Madrid;28079 Madrid;2807917057 Madrid sección 17057;Total;Todas las edades;2025;1.758
28 Madrid;28079 Madrid;2807917058 Madrid sección 17058;Total;Todas las edades;2025;1.578
28 Madrid;28079 Madrid;2807917059 Madrid sección 17059;Total;Todas las edades;2025;1.573
28 Madrid;28079 Madrid;2807917060 Madrid sección 17060;Total;Todas las edades;2025;1.201
28 Madrid;28079 Madrid;2807917061 Madrid sección 17061;Total;Todas las edades;2025;1.538
28 Madrid;28079 Madrid;2807917062 Madrid sección 17062;Total;Todas las edades;2025;1.710
28 Madrid;28079 Madrid;2807917063 Madrid sección 17063;Total;Todas las edades;2025;1.176
28 Madrid;28079 Madrid;2807917064 Madrid sección 17064;Total;Todas las edades;2025;1.772
28 Madrid;28079 Madrid;2807917065 Madrid sección 17065;Total;Todas las edades;2025;1.389
28 Madrid;28079 Madrid;2807917066 Madrid sección 17066;Total;Todas las edades;2025;1.468
28 Madrid;28079 Madrid;2807917068 Madrid sección 17068;Total;Todas las edades;2025;2.416
28 Madrid;28079 Madrid;2807917069 Madrid sección 17069;Total;Todas las edades;2025;1.682
28 Madrid;28079 Madrid;2807917070 Madrid sección 17070;Total;Todas las edades;2025;1.238
28 Madrid;28079 Madrid;2807917071 Madrid sección 17071;Total;Todas las edades;2025;2.058
28 Madrid;28079 Madrid;2807917072 Madrid sección 17072;Total;Todas las edades;2025;1.437
28 Madrid;28079 Madrid;2807917073 Madrid sección 17073;Total;Todas las edades;2025;997
28 Madrid;28079 Madrid;2807917074 Madrid sección 17074;Total;Todas las edades;2025;913
28 Madrid;28079 Madrid;2807917075 Madrid sección 17075;Total;Todas las edades;2025;1.515
28 Madrid;28079 Madrid;2807917076 Madrid sección 17076;Total;Todas las edades;2025;1.219
28 Madrid;28079 Madrid;2807917078 Madrid sección 17078;Total;Todas las edades;2025;1.365
28 Madrid;28079 Madrid;2807917079 Madrid sección 17079;Total;Todas las edades;2025;908
28 Madrid;28079 Madrid;2807917080 Madrid sección 17080;Total;Todas las edades;2025;3.088
28 Madrid;28079 Madrid;2807917082 Madrid sección 17082;Total;Todas las edades;2025;1.604
28 Madrid;28079 Madrid;2807917083 Madrid sección 17083;Total;Todas las edades;2025;1.551
28 Madrid;28079 Madrid;2807917084 Madrid sección 17084;Total;Todas las edades;2025;1.158
28 Madrid;28079 Madrid;2807917085 Madrid sección 17085;Total;Todas las edades;2025;756
28 Madrid;28079 Madrid;2807917086 Madrid sección 17086;Total;Todas las edades;2025;820
28 Madrid;28079 Madrid;2807917087 Madrid sección 17087;Total;Todas las edades;2025;1.653
28 Madrid;28079 Madrid;2807917089 Madrid sección 17089;Total;Todas las edades;2025;1.204
28 Madrid;28079 Madrid;2807917090 Madrid sección 17090;Total;Todas las edades;2025;1.142
28 Madrid;28079 Madrid;2807917091 Madrid sección 17091;Total;Todas las edades;2025;1.197
28 Madrid;28079 Madrid;2807917092 Madrid sección 17092;Total;Todas las edades;2025;868
28 Madrid;28079 Madrid;2807917093 Madrid sección 17093;Total;Todas las edades;2025;690
28 Madrid;28079 Madrid;2807917094 Madrid sección 17094;Total;Todas las edades;2025;845
28 Madrid;28079 Madrid;2807917095 Madrid sección 17095;Total;Todas las edades;2025;873
28 Madrid;28079 Madrid;2807917096 Madrid sección 17096;Total;Todas las edades;2025;1.224
28 Madrid;28079 Madrid;2807917097 Madrid sección 17097;Total;Todas las edades;2025;1.471
28 Madrid;28079 Madrid;2807917098 Madrid sección 17098;Total;Todas las edades;2025;1.168
28 Madrid;28079 Madrid;2807917099 Madrid sección 17099;Total;Todas las edades;2025;779
28 Madrid;28079 Madrid;2807917100 Madrid sección 17100;Total;Todas las edades;2025;1.251
28 Madrid;28079 Madrid;2807917101 Madrid sección 17101;Total;Todas las edades;2025;2.121
28 Madrid;28079 Madrid;2807917102 Madrid sección 17102;Total;Todas las edades;2025;1.089
28 Madrid;28079 Madrid;2807917103 Madrid sección 17103;Total;Todas las edades;2025;2.141
28 Madrid;28079 Madrid;2807917104 Madrid sección 17104;Total;Todas las edades;2025;1.991
28 Madrid;28079 Madrid;2807917105 Madrid sección 17105;Total;Todas las edades;2025;1.508
28 Madrid;28079 Madrid;2807917106 Madrid sección 17106;Total;Todas las edades;2025;1.848
28 Madrid;28079 Madrid;2807917107 Madrid sección 17107;Total;Todas las edades;2025;2.648
28 Madrid;28079 Madrid;2807917108 Madrid sección 17108;Total;Todas las edades;2025;1.533
28 Madrid;28079 Madrid;2807917109 Madrid sección 17109;Total;Todas las edades;2025;1.232
28 Madrid;28079 Madrid;2807917110 Madrid sección 17110;Total;Todas las edades;2025;2.253
28 Madrid;28079 Madrid;2807917111 Madrid sección 17111;Total;Todas las edades;2025;2.815
28 Madrid;28079 Madrid;2807917112 Madrid sección 17112;Total;Todas las edades;2025;2.046
28 Madrid;28079 Madrid;2807917113 Madrid sección 17113;Total;Todas las edades;2025;1.408
28 Madrid;28079 Madrid;2807917114 Madrid sección 17114;Total;Todas las edades;2025;1.744
28 Madrid;28079 Madrid;2807917115 Madrid sección 17115;Total;Todas las edades;2025;2.358
28 Madrid;28079 Madrid;2807917116 Madrid sección 17116;Total;Todas las edades;2025;1.213
28 Madrid;28079 Madrid;2807917117 Madrid sección 17117;Total;Todas las edades;2025;3.351
28 Madrid;28079 Madrid;2807917118 Madrid sección 17118;Total;Todas las edades;2025;2.982
28 Madrid;28079 Madrid;2807917119 Madrid sección 17119;Total;Todas las edades;2025;1.436
28 Madrid;28079 Madrid;2807917120 Madrid sección 17120;Total;Todas las edades;2025;1.577
28 Madrid;28079 Madrid;2807918002 Madrid sección 18002;Total;Todas las edades;2025;1.424
28 Madrid;28079 Madrid;2807918003 Madrid sección 18003;Total;Todas las edades;2025;913
28 Madrid;28079 Madrid;2807918004 Madrid sección 18004;Total;Todas las edades;2025;1.216
28 Madrid;28079 Madrid;2807918005 Madrid sección 18005;Total;Todas las edades;2025;1.285
28 Madrid;28079 Madrid;2807918006 Madrid sección 18006;Total;Todas las edades;2025;1.396
28 Madrid;28079 Madrid;2807918007 Madrid sección 18007;Total;Todas las edades;2025;1.082
28 Madrid;28079 Madrid;2807918008 Madrid sección 18008;Total;Todas las edades;2025;1.228
28 Madrid;28079 Madrid;2807918009 Madrid sección 18009;Total;Todas las edades;2025;1.650
28 Madrid;28079 Madrid;2807918010 Madrid sección 18010;Total;Todas las edades;2025;1.164
28 Madrid;28079 Madrid;2807918011 Madrid sección 18011;Total;Todas las edades;2025;1.373
28 Madrid;28079 Madrid;2807918012 Madrid sección 18012;Total;Todas las edades;2025;1.591
28 Madrid;28079 Madrid;2807918013 Madrid sección 18013;Total;Todas las edades;2025;1.320
28 Madrid;28079 Madrid;2807918014 Madrid sección 18014;Total;Todas las edades;2025;1.545
28 Madrid;28079 Madrid;2807918015 Madrid sección 18015;Total;Todas las edades;2025;1.363
28 Madrid;28079 Madrid;2807918016 Madrid sección 18016;Total;Todas las edades;2025;1.384
28 Madrid;28079 Madrid;2807918017 Madrid sección 18017;Total;Todas las edades;2025;1.205
28 Madrid;28079 Madrid;2807918018 Madrid sección 18018;Total;Todas las edades;2025;2.023
28 Madrid;28079 Madrid;2807918019 Madrid sección 18019;Total;Todas las edades;2025;1.784
28 Madrid;28079 Madrid;2807918020 Madrid sección 18020;Total;Todas las edades;2025;1.460
28 Madrid;28079 Madrid;2807918021 Madrid sección 18021;Total;Todas las edades;2025;1.050
28 Madrid;28079 Madrid;2807918022 Madrid sección 18022;Total;Todas las edades;2025;1.588
28 Madrid;28079 Madrid;2807918023 Madrid sección 18023;Total;Todas las edades;2025;1.316
28 Madrid;28079 Madrid;2807918024 Madrid sección 18024;Total;Todas las edades;2025;998
28 Madrid;28079 Madrid;2807918025 Madrid sección 18025;Total;Todas las edades;2025;1.738
28 Madrid;28079 Madrid;2807918026 Madrid sección 18026;Total;Todas las edades;2025;1.632
28 Madrid;28079 Madrid;2807918027 Madrid sección 18027;Total;Todas las edades;2025;1.851
28 Madrid;28079 Madrid;2807918028 Madrid sección 18028;Total;Todas las edades;2025;1.938
28 Madrid;28079 Madrid;2807918029 Madrid sección 18029;Total;Todas las edades;2025;1.098
28 Madrid;28079 Madrid;2807918030 Madrid sección 18030;Total;Todas las edades;2025;790
28 Madrid;28079 Madrid;2807918031 Madrid sección 18031;Total;Todas las edades;2025;1.122
28 Madrid;28079 Madrid;2807918032 Madrid sección 18032;Total;Todas las edades;2025;1.346
28 Madrid;28079 Madrid;2807918033 Madrid sección 18033;Total;Todas las edades;2025;1.292
28 Madrid;28079 Madrid;2807918034 Madrid sección 18034;Total;Todas las edades;2025;1.243
28 Madrid;28079 Madrid;2807918035 Madrid sección 18035;Total;Todas las edades;2025;914
28 Madrid;28079 Madrid;2807918036 Madrid sección 18036;Total;Todas las edades;2025;1.307
28 Madrid;28079 Madrid;2807918037 Madrid sección 18037;Total;Todas las edades;2025;1.128
28 Madrid;28079 Madrid;2807918038 Madrid sección 18038;Total;Todas las edades;2025;1.033
28 Madrid;28079 Madrid;2807918039 Madrid sección 18039;Total;Todas las edades;2025;1.203
28 Madrid;28079 Madrid;2807918040 Madrid sección 18040;Total;Todas las edades;2025;2.303
28 Madrid;28079 Madrid;2807918041 Madrid sección 18041;Total;Todas las edades;2025;1.257
28 Madrid;28079 Madrid;2807918042 Madrid sección 18042;Total;Todas las edades;2025;1.833
28 Madrid;28079 Madrid;2807918043 Madrid sección 18043;Total;Todas las edades;2025;2.027
28 Madrid;28079 Madrid;2807918044 Madrid sección 18044;Total;Todas las edades;2025;1.246
28 Madrid;28079 Madrid;2807918045 Madrid sección 18045;Total;Todas las edades;2025;3.022
28 Madrid;28079 Madrid;2807918046 Madrid sección 18046;Total;Todas las edades;2025;2.979
