Index_1,Index_2,ID_1,ID_2,Company_1,Company_2,Type_1,Type_2,Group_1,Group_2,Location_1,Location_2,Address_1,Address_2,Distance_m,Address_Similarity,Location_Similarity,Address_Numbers_Available,Same_Address_Number,Same_Company,Same_Type,Same_Group,Should_Cluster,Pair_Classification,Pair_Rule
617,842,618,843,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 40,Correos - Madrid Suc 40. Pacifico,"C. de Téllez, 27","C. de Téllez, 27",22.07,100.0,75.0,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
619,742,620,743,Correos,Correos,Locker,Locker,PUDO,PUDO,Correos Madrid Sucursal 40,Estación De Autobuses Madrid Sur,"C. de Téllez, 27","C. de Méndez Álvaro, 28045 Madrid",3.63,44.44,55.17,True,False,True,True,True,True,Same group - close distance,same group and distance <= 15m
619,842,620,843,Correos,Amazon,Locker,Locker,PUDO,PUDO,Correos Madrid Sucursal 40,Correos - Madrid Suc 40. Pacifico,"C. de Téllez, 27","C. de Téllez, 27",22.07,100.0,75.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
622,623,623,624,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 45,Correos Madrid Sucursal 45,"Av. de Valladolid, 39","Av. de Valladolid, 39",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
624,845,625,846,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Madrid Suc 73. El Corte Inglã‰S Princesa,Correos - Madrid Suc 73. El Corte Inglés Princesa,"Calle de la Princesa, 47","Calle de la Princesa, 56",32.97,91.3,87.06,True,False,False,False,True,True,Same group - strong text match,same group and strong location/address match
625,626,626,627,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 21,Correos Madrid Sucursal 21,"Calle de Antonio Arias, 2","Calle de Antonio Arias, 2",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
628,862,629,863,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Madrid Suc 10. Alburquerque,Correos - Madrid Suc 10. Alburquerque,"AC. de Alburquerque, 2","C. de Alburquerque, 2",39.72,97.44,86.67,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
630,633,631,634,Correos,Correos,Lsp Pudos,Lsp Pudos,PUDO,PUDO,Madrid Suc 56. BatãN,Correos Madrid Suc 56. BatãN,"C. Carlina, 8","C. Carlina, 10",28.99,86.96,83.33,True,False,True,True,True,True,Same group - strong text match,same group and strong location/address match
630,873,631,874,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Madrid Suc 56. BatãN,Correos - Madrid Suc 56. Batán,"C. Carlina, 8","C. Carlina, 8",49.23,100.0,80.85,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
633,873,634,874,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Suc 56. BatãN,Correos - Madrid Suc 56. Batán,"C. Carlina, 10","C. Carlina, 8",37.52,86.96,98.18,True,False,False,False,True,True,Same group - strong text match,same group and strong location/address match
634,635,635,636,Correos,Correos,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 7,Correos Madrid Sucursal 7,"C. de Palos de la Frontera, 10","C. de Palos de la Frontera, 10",0.0,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
634,882,635,883,Correos,Amazon,Lsp Pudos,Convenience Stores,PUDO,PUDO,Correos Madrid Sucursal 7,Correos - Madrid Suc 7. Embajadores,"C. de Palos de la Frontera, 10","C. de Palos de la Frontera, 6",1.11,94.55,70.18,True,False,False,False,True,True,Same group - close distance,same group and distance <= 15m
634,883,635,884,Correos,Amazon,Lsp Pudos,Locker,PUDO,PUDO,Correos Madrid Sucursal 7,Citypaq Lockers-Correos Madrid Suc 7. Embajadores,"C. de Palos de la Frontera, 10","C. de Palos de la Frontera, 6",7.56,94.55,54.79,True,False,False,False,True,True,Same group - close distance,same group and distance <= 15m
635,882,636,883,Correos,Amazon,Locker,Convenience Stores,PUDO,PUDO,Correos Madrid Sucursal 7,Correos - Madrid Suc 7. Embajadores,"C. de Palos de la Frontera, 10","C. de Palos de la Frontera, 6",1.11,94.55,70.18,True,False,False,False,True,True,Same group - close distance,same group and distance <= 15m
635,883,636,884,Correos,Amazon,Locker,Locker,PUDO,PUDO,Correos Madrid Sucursal 7,Citypaq Lockers-Correos Madrid Suc 7. Embajadores,"C. de Palos de la Frontera, 10","C. de Palos de la Frontera, 6",7.56,94.55,54.79,True,False,False,True,True,True,Same group - close distance,same group and distance <= 15m
636,638,637,639,Correos,Correos,Locker,Lsp Pudos,PUDO,PUDO,Carrefour,Carrefour,"C. de Valencia, 2","C. de Valencia, 2",23.7,100.0,100.0,True,True,True,False,True,True,Same group - strong text match,same group and strong location/address match
